id;text;label;score;lan;domain
12851;"atc er galaxy note 8 er ta kobe korben?
";2;0;RN;review_video
12854;"ভালো লাগলো, কিন্তু ছাগল কার হাত খাচ্ছিলো 😂
";1;0;RN;review_video
12854;"ভালো লাগলো, কিন্তু ছাগল কার হাত খাচ্ছিলো 😂
";1;0;RN;review_video
12855;"amar :p
";2;0;RN;review_video
12858;"Akib Raj 😂
";1;1;RN;review_video
12862;"konta 5 vs honor 8
";1;0;EN;review_video
12865;"Desing valoi
";1;1;RN;review_video
12866;"tushar vi koy??????
";1;0;RN;review_video
12866;"tushar vi koy??????
";2;1;RN;review_video
12868;"LG Q6 REVIEW WANTED BADLY!!! include the price too please
";1;0;EN;review_video
12869;"vai ektu gaming console gular o review bd te kono gaming console er valo reviw nai.
";2;0;RN;review_video
12869;"vai ektu gaming console gular o review bd te kono gaming console er valo reviw nai.
";1;0;RN;review_video
12877;"ভাই nokia 8 এর review টা দেখছি আর মনে মনে দেখা শেষ হল comments করে request করব lg q6 review টা দেওয়ার জন্য ৷ কি মাজার বিযয় যে video টার শেষে আপনি বলেন ৷ খুব ভাল ৷ thanks ATC teams ৷ thanks a lot
";1;1;BN;review_video
12879;"Onek valo review
";2;1;EN;review_video
12884;"Bhai LG q6 er review ta den Taratari
";1;0;RN;review_video
12885;"এই দামে S7 edge কিনাই তো
";2;0;BN;review_video
12890;"note 5a ekta review chai
";2;0;EN;review_video
12895;"Tmdr group e ki new member add Kora jabe.
";2;0;EN;review_video
12901;"(iPhone X) er review chai
";2;0;EN;review_video
12903;"eta ki watar proof
";1;0;RN;review_video
12905;"Lg v30 review bro
";2;0;EN;review_video
12907;"Video r car games tr name ta plz akto bolben ?
";2;0;EN;review_video
12916;"🙋🙋🙋🙌🙌🙌 theng er emoji nai 😆😛😛
";2;0;RN;review_video
12916;"🙋🙋🙋🙌🙌🙌 theng er emoji nai 😆😛😛
";1;1;RN;review_video
12918;"Congrats on achieving the 100k milestone. I'm one of your oldest subs, 3k ish! Where are you guys from? All the best wishes for the journey ahead. :)
";1;1;EN;review_video
12918;"Congrats on achieving the 100k milestone. I'm one of your oldest subs, 3k ish! Where are you guys from? All the best wishes for the journey ahead. :)
";1;1;EN;review_video
12920;"Want review of Galaxy J7 pro@ATC
";1;0;EN;review_video
12920;"Want review of Galaxy J7 pro@ATC
";1;0;EN;review_video
12920;"Want review of Galaxy J7 pro@ATC
";2;0;EN;review_video
12928;"nokia 5 bst nki xiaomi note 4 X
";2;0;RN;review_video
12929;"সাউন্ড কোয়ালিটি কেমন? ওজো সাউন্ড কেমন এটা জানার খুব আগ্রহ ছিল। আপনাদের রিভিউতে এই জিনিষটা মিস করি।
";2;-1;RN;review_video
12930;"bajare new samsang j7 serious er 3 ta phone aslo j7 nxt j7 max & j7 pro ai 3ta phoner comparision video korle onik uppokkrito hoitam, j7 nxt 17900 tk j7 Max 26000 tk & j7 Pro 29000 tk price er dik thake and performance dek thake konta best hoy plz janaben
";2;0;RN;review_video
12931;"Bhai valo kono power bank ar review dhan
";1;0;RN;review_video
12939;" Randians Mom 😂🐄🐮
";2;-2;RN;review_video
12941;"vai amar voice vala kaner doctor dekhan :p
";2;-1;RN;review_video
12942;"ashakori Lumia series er stock camera UI er moto Camera UI er change anbe Software suoport eu Nokia khub valo hobe asha budget hoyle 2nd bar na vebe Nokia8 neyai uttom :)
";1;1;RN;review_video
12942;"ashakori Lumia series er stock camera UI er moto Camera UI er change anbe Software suoport eu Nokia khub valo hobe asha budget hoyle 2nd bar na vebe Nokia8 neyai uttom :)
";2;0;RN;review_video
12957;"This time Nokia arrived like a wishes for ATC.
";1;1;RN;review_video
12958;"vai sony xz premium er review den
";1;0;RN;review_video
12970;"Amar channel sub Koren plzzzz
";2;0;RN;review_video
12972;"khob sondhur khoyche
";2;1;RN;review_video
12972;"khob sondhur khoyche
";2;2;RN;review_video
12978;"Samsung a5 2017 ar review koren plz plz
";1;0;RN;review_video
12986;"3rd party seller der kase
";2;0;RN;review_video
12993;"Price 44K হলে Easily Beat 1+ 5 & Mi6 1+5 64GB ই তো 40K 😒😒
";1;0;RN;review_video
12995;"Mi A1 er review
";2;0;RN;review_video
13000;"vai moto g5+/g5s+ niya ekta review korenn plz
";2;0;RN;review_video
13005;"mi6 er daam bere 36K te eshe xiaomibd te to onek daam
";2;-1;RN;review_video
13006;"Akib Raj kry interbational a dekhen. 35k ase.
";2;0;RN;review_video
13010;"Erfun Prodhan taile buje dekhen ki amn brand je tr top flagship ar dam ato kom rakha samsung lg moto iphone ara kintu ader price ta sbar upoere dike rekhese. Karon jinis jeta valo dam tr besi. So nokia ar uchot boro boro price ar phn ber kore ader tekka deya. Jar khomota nioka ar royese.
";1;0;RN;review_video
13014;"Hamidur Rahaman haha xoss bolsen 💜
";2;2;RN;review_video
13014;"Hamidur Rahaman haha xoss bolsen 💜
";2;1;RN;review_video
13022;"wow to dekhi speed test diyai phone mepe hoy to vule gesen je phn diye khali game khele diye manush nanan rokom kaj usage bolte kisu ase -_-
";1;1;RN;review_video
13022;"wow to dekhi speed test diyai phone mepe hoy to vule gesen je phn diye khali game khele diye manush nanan rokom kaj usage bolte kisu ase -_-
";1;-1;RN;review_video
13023;"Akib Raj mane 35k te mi6 kharap phn???? Tai bolte cassen
";2;0;RN;review_video
13026;"i vai ki xiaomir registered dalal naki? 😂 koto tk?
";2;-1;RN;review_video
13031;"ভাই ছাগলের কাহিনী টা জোস
";1;1;RN;review_video
13036;"video ta akto basi e balo chilo anok kiso bojlam ai phone tar bapara parla akto old model black barry passport ar review diyan
";2;2;RN;review_video
13037;"এই ভিডিও টা আগের ভিডিও গুলোর মতো ভালো হয় নাই 😞😞
";2;-1;RN;review_video
13038;"apnr kotha guli onnk sundor khb guchiye kotha bolte paren
";1;1;RN;review_video
13040;"oneplus 5 & samsung s8 er compare hole better
";1;0;RN;review_video
13040;"oneplus 5 & samsung s8 er compare hole better
";1;1;RN;review_video
13046;"on screen time ta full brightness a ans diyan
";1;0;RN;review_video
13050;"I thought you guys were gonna do another video on Nokia 5, judging from the thumbnail 🤣🤣😂😂😂
";1;0;RN;review_video
13051;"ভিডিও ভালই হয়েছে। তবে আপনার যদি নোকিয়া ৮ এর ক্যামেরা নিয়ে আরেকটু ডিটেল দিলে ভাল হত।
";1;1;RN;review_video
13055;"need review of lg v30
";2;0;RN;review_video
13058;"অসাধারণ রিভিউ। এগিয়ে যান।
";2;1;RN;review_video
13059;"for q6
";2;0;RN;review_video
13059;"for q6
";1;0;RN;review_video
13060;"Another great work from Love you ATC😘
";1;1;RN;review_video
13067;"lg v30 er review chai
";1;0;RN;review_video
13088;"Lg Q6 chai
";1;0;RN;review_video
13089;"Vi Huawei gr3 ar review
";2;0;RN;review_video
13102;"thnx bhai <3
";1;1;RN;review_video
13109;"ভাই LG V30 ফোনের রিভিউ দেখতে চাই।
";1;0;RN;review_video
13110;"osthir review
";1;1;RN;review_video
13110;"osthir review
";1;1;RN;review_video
13116;"bro! মোবাইল রুটিং সফটওয়্যার এর মাঝে কোনটি বেশি ভালো!?
";1;0;RN;review_video
13130;"Ami 100 tomo liker
";2;0;RN;review_video
13131;"😲😂😂😂😂😂😂😂😂
";1;1;RN;review_video
13131;"😲😂😂😂😂😂😂😂😂
";1;1;RN;review_video
13131;"😲😂😂😂😂😂😂😂😂
";1;1;RN;review_video
13141;"Apnara revew ato kom den kno? ato subscribed neya ato kom video shudu apnader channal a dakha jay
";2;-1;RN;review_video
13144;"owsome hoice bro
";2;2;RN;review_video
13144;"owsome hoice bro
";1;1;RN;review_video
13147;"first comment😂😂😂
";1;1;RN;review_video
13152;"shovo jonmodin 2k18
";2;1;RN;review_video
13152;"shovo jonmodin 2k18
";1;0;RN;review_video
13156;"ATC Android ToTo Company ভাই দাম যেন কত?
";1;0;RN;review_video
13158;"Happy New Year ! :)
";2;1;RN;review_video
13165;"Happy New year 2K18 আশিকুর রহমান তুষার!!
";1;1;RN;review_video
13167;"ATC Android ToTo Company New Year 2018
";1;0;RN;review_video
13167;"ATC Android ToTo Company New Year 2018
";1;0;RN;review_video
13172;"happy new year
";2;0;RN;review_video
13175;"dash charger ta kothay thak kinte parbo, amar ta haria gasa, for 3 t
";1;-1;RN;review_video
13178;"Moto G5+
";2;0;RN;review_video
13182;"Happy valentines day bro
";2;1;RN;review_video
13183;"ATC Android ToTo Company accha vaia mobile kinbo but kon mobile valo hobe bujhte partesi na ekto bolben kon mobile kinle valo hobe?
";1;0;RN;review_video
13189;"vi ami confusion a achi s8 or 5t niye konta kinbo ?
";1;0;RN;review_video
13197;"graph ত দেখায় যে একশোবার চার্জ দিছেন।
";2;0;RN;review_video
13200;"zte nubia z17s review
";2;0;RN;review_video
13203;"huawei nova 3e review চাই
";1;0;RN;review_video
13207;" those same headphones are in my ears as I am watching this
";1;0;RN;review_video
13207;" those same headphones are in my ears as I am watching this
";1;0;RN;review_video
13208;"osthir kora pure BANGLA
";1;1;RN;review_video
13214;"Hey, Tushar bro!!! 😍 Huge Fan of YOURS! 😎 From, Monipur School 💘
";2;2;RN;review_video
13214;"Hey, Tushar bro!!! 😍 Huge Fan of YOURS! 😎 From, Monipur School 💘
";2;2;RN;review_video
13214;"Hey, Tushar bro!!! 😍 Huge Fan of YOURS! 😎 From, Monipur School 💘
";2;2;RN;review_video
13222;"you are rocks
";1;1;RN;review_video
13224;"nokia 8 sirocco
";1;-1;RN;review_video
13230;"Please describe about huawei nova 2S
";2;0;RN;review_video
13239;"which camera and editor you use for review?
";2;0;RN;review_video
13240;"Please suggest me between One plus 5t and Razer phone for gaming and which is better???
";1;0;RN;review_video
13241;"কুব বালো রিবিউ হইসে বাইয়া😂😁
";2;2;RN;review_video
13241;"কুব বালো রিবিউ হইসে বাইয়া😂😁
";2;2;RN;review_video
13245;"Price kotoh bd ta?
";2;0;RN;review_video
13252;"which one of 5t should I buy,6gb or 8gb ram?
";1;0;RN;review_video
13257;"Vi Samsung s9 plus review den
";2;0;RN;review_video
13266;"Osthir Video!!
";2;2;RN;review_video
13267;"please do a comparison between oneplus 5 and 5t
";1;0;RN;review_video
13267;"please do a comparison between oneplus 5 and 5t
";1;0;RN;review_video
13270;"দুবাইতে ফোনটার প্রাইজ কত হবে বস????
";1;0;RN;review_video
13277;"ভাইয়া একটা নতুন ফোন কিনবো, কোন ফোন ভালো হবে জানাবেন?
";2;0;RN;review_video
13278;"plz make a vdo about moto g5s plus plzzz
";1;0;RN;review_video
13280;"ugly level 😠😠
";1;-1;RN;review_video
13280;"ugly level 😠😠
";2;-1;RN;review_video
13295;"Honor View 10. As soon as possible
";2;0;RN;review_video
13297;"Please review of sumsung c9 please
";1;0;RN;review_video
13302;"Vai konta kinbo Nokia 8 naki OnePlus 5t????
";2;0;RN;review_video
13306;"Bhaiya custom ROM er upor Akta video banan pls
";2;0;RN;review_video
13316;"ভিডিওটি খুব ভাল হয়েছে
";1;1;RN;review_video
13322;"ashiq vai apnar sathe khub joruri kotha chilo apnake fb te msg pathaisi plz accept koren
";1;0;RN;review_video
13324;"I went toooo see honor View10 Review
";1;0;RN;review_video
13324;"I went toooo see honor View10 Review
";2;0;RN;review_video
13324;"I went toooo see honor View10 Review
";2;0;RN;review_video
13337;"wallpaper er tar nam ki s8 ?
";2;0;RN;review_video
13339;"caliye ja
";2;1;RN;review_video
13342;"এই review channel কই ছিল এত দিন??????👿👿👿👿👿
";2;0;RN;review_video
13342;"এই review channel কই ছিল এত দিন??????👿👿👿👿👿
";1;0;RN;review_video
13343;"apnara Motorola arr mobile gulor review than na ken
";2;-1;RN;review_video
13343;"apnara Motorola arr mobile gulor review than na ken
";1;0;RN;review_video
13351;"Samsung S7 edge & Oneplus 5T 5T nite chachi but Akhon ami S7 edge use korteci Nibo kina Ans pls
";2;0;RN;review_video
13360;"oneplus good
";1;1;RN;review_video
13367;"The Dash charge part was lit😂😂
";1;1;RN;review_video
13368;"Love your vid bro!!
";2;1;RN;review_video
13368;"Love your vid bro!!
";1;1;RN;review_video
13369;"samsung s8+ ar review dakhte chai
";1;0;RN;review_video
13372;"Samsung galaxy note 8 review please
";2;0;RN;review_video
13379;"Ki game khelchiln bro Op5t te?game er nam ki?
";1;0;RN;review_video
13384;"বাংলাদেশের utuber দের video তেমন ভালো লাগে না। but আপনার প্রেজেন্টেশন সম্পূর্ন আলাদা। খুব অসাধারন লাগলো। Very
";1;1;RN;review_video
13389;"Vai jan s8 er kno video ki apnara banaisen?? Banaile amk ektu boilen ami apndr common viewer and amr s8 ase tai ektu details ta apnadr kas di sunle valo hoio
";2;0;RN;review_video
13389;"Vai jan s8 er kno video ki apnara banaisen?? Banaile amk ektu boilen ami apndr common viewer and amr s8 ase tai ektu details ta apnadr kas di sunle valo hoio
";2;1;RN;review_video
13390;"ami mi6 kinsiiii faaltuuuuu😭😭😭😭😭😭
";1;-1;RN;review_video
13407;"potrait mode kontay better? 5 naki 5T?
";2;0;RN;review_video
13411;"Vaye 1st music er nam ta ki?
";1;0;RN;review_video
13412;"oneplus 5 vs review koren plz vi
";2;0;RN;review_video
13415;"Bro S8 is the best for gaming because of vulcan api
";1;1;RN;review_video
13421;"ভাই vivo x20 plus review দেখাতেন জদি?
";1;0;RN;review_video
13430;"vai Xiaomi redmi 5 plus er review den
";1;0;RN;review_video
13430;"vai Xiaomi redmi 5 plus er review den
";2;0;RN;review_video
13432;"vai akta samsung galaxy A8 (2018) review chaie chai
";1;0;RN;review_video
13434;"One plus 3t/ Mi A1/ Honor7x konta valo hobe?
";1;0;RN;review_video
13442;"Micromax canvas infinity er review Kore n plz
";2;0;RN;review_video
13444;"Vai lg g6 er camera ta kmn
";1;0;RN;review_video
13448;"এখন কিনবো না এখন গরীব আমি
";1;0;RN;review_video
13454;"vai umidigi s2pro set tar review diben plz
";2;0;RN;review_video
13455;"bhai redmi 5 puls
";2;0;RN;review_video
13465;"Vai apnar kotha gulai xoss lage 😂😂😍
";1;1;RN;review_video
13473;"one plus5t এর দাম কত?
";2;0;RN;review_video
13474;"Bhyplzzzzzzz huwawi p10 or mate 10
";2;0;RN;review_video
13477;"xiaomi redmi 5 plus er review hole valo hoito☺
";2;0;RN;review_video
13480;"pls huawei nova 2plsus
";1;0;RN;review_video
13480;"pls huawei nova 2plsus
";1;0;RN;review_video
13481;"pls huawei 2plus r review pls
";2;0;RN;review_video
13482;"হুয়াওএই নভা ২প্লাস রেভিএও প্লস
";1;0;RN;review_video
13484;"bhai pls,,,huawei nova 2plus r review in bangla
";1;0;RN;review_video
13486;"এগিয়ে যাও ❤️
";1;1;RN;review_video
13487;"You see unbox therapy videos
";2;0;RN;review_video
13489;"Vai Samsung j7 max aar review chai
";1;0;RN;review_video
13491;"vaiyera Samsung n xiaomi smart watch nie video
";1;0;RN;review_video
13491;"vaiyera Samsung n xiaomi smart watch nie video
";1;0;RN;review_video
13491;"vaiyera Samsung n xiaomi smart watch nie video
";2;0;RN;review_video
13495;"Vi review unit kivabe pbo?????
";1;0;RN;review_video
13496;"kivabe s8 er camera bad holo amake bujiya dan plzz
";2;0;RN;review_video
13502;"Tushar Vai oneplu 5t kinbo nki oneplu 5 kon taa kinbo bojtace nah?😩
";1;0;RN;review_video
13503;"Tushar Vai thanks a loot
";1;1;RN;review_video
13505;"Kop kop😍😍
";2;1;RN;review_video
13508;"ATC Android ToTo Company 5t 8gb ram er price koto???
";1;0;RN;review_video
13508;"ATC Android ToTo Company 5t 8gb ram er price koto???
";2;0;RN;review_video
13509;"দয়া করে আমাকে বলবেন কিন্তু,,,,, আমি আপনার উওরের অপেক্ষায় থাকব,,,,
";2;0;RN;review_video
13514;"OIS and EIS nie ekta review cai
";2;0;RN;review_video
13515;"Tushar Bhai Purai pankha hoi gelam presentation a 😍
";2;2;RN;review_video
13520;"তুষার ভাই, আপনার প্যাঁচালে শীতও +T(বেড়ে গেছে) হয়ে গেছে। এখন তাড়াতাড়ি আরেকবার প্যাঁচাল পাইরে (নতুন কোন ভিডিও) Control এ আনেন। পুরাই অস্হির। ধইন্যা ভাউ। Liked, Commented, Subcribed (about 1 year ago).
";2;2;RN;review_video
13521;"p10 niya akta review
";2;0;RN;review_video
13523;"ভাইয়া, S8 এর দাম তো ৭৯৯০০। Official website এ দেয়া আছে। বুঝলাম না তো কাহিনী???? 😞😞😞
";1;0;RN;review_video
13539;"Hmm vi ami banglider pagol bojhy technogoly
";2;-1;RN;review_video
13539;"Hmm vi ami banglider pagol bojhy technogoly
";2;0;RN;review_video
13542;"Samsung and iphone er moddhe jekhane market a competition hoy. emon ki iphone samsung er manufactured display use Shekhane jodi ei vodrolok bhai eshe bole samsung er ajaira beshi mittha bolbona ami nijei samsung s8+ use apni pura youtube ghete joto review dekhben keu kokhno samsung er color issue niye kotha ar setting a to diffrent color moods now apni e bolen review te jodi emon mon gora info dey tahole chup thaka jay?
";2;-1;RN;review_video
13546;"EMI te nite chaile ki card payment korte hobe naki bkash er maddhome oder kache tk pathano jabe?
";1;0;RN;review_video
13548;"Happy new years
";2;0;RN;review_video
13552;"vay tor kota gulo r the best much love your new year2018.
";2;2;RN;review_video
13555;"Amader ekhane oneplus 5t price 32999 S8 price 54000
";2;0;RN;review_video
13556;"Bro Asus Zenfone 4 review pls
";2;0;RN;review_video
13556;"Bro Asus Zenfone 4 review pls
";1;0;RN;review_video
13558;"omar faruk amar id
";1;0;RN;review_video
13560;"one plus 5t or p10 plus, which one will be better for camera performance? please reply. Thanks in advance.
";1;0;RN;review_video
13569;"One plus the samsung galaxy s6 er smartphone still 5t er thake better camera, performance , Is the Best ❤ Tushar vai One plus er fanboy 😂
";1;1;RN;review_video
13569;"One plus the samsung galaxy s6 er smartphone still 5t er thake better camera, performance , Is the Best ❤ Tushar vai One plus er fanboy 😂
";1;1;RN;review_video
13571;"Atc একটা পাজি কারন, আমি গত ১ মাসের বেশি সময় ধরে Mi 5+ এর রিভিয়ু চাইতেছিলাম কিন্তু দিল না কেন ভাই? খুবি বেজে কেন ভাই আমার প্রিয় চেনেল Atc
";1;0;RN;review_video
13574;"vay 5T kinbo rajal valo hola khrep hola s8
";2;0;RN;review_video
13585;"তোমাদের মোবাইল কে জিতলো????? সেটা আগে দেখাও
";2;0;RN;review_video
13587;"Ektu explain kora jabe ki EMI jinis ta ki? Ektu sohoj vasay :’3
";1;0;RN;review_video
13588;"Sakib Shahriar EMI naki IMEI?
";1;0;RN;review_video
13597;"Xoss review er moto
";1;1;RN;review_video
13601;"LG V30 Plus er Review Chai
";2;0;RN;review_video
13601;"LG V30 Plus er Review Chai
";2;0;RN;review_video
13604;"bro honor 7x
";2;0;RN;review_video
13612;"Nice review
";1;1;RN;review_video
13613;"Ajo asi note 8 er review er opekhhay
";1;0;RN;review_video
13620;" wallpaper ta koi pabo ?
";1;0;RN;review_video
13620;" wallpaper ta koi pabo ?
";1;0;RN;review_video
13622;"j7nxt review
";1;0;RN;review_video
13623;" is the best 😂 😂 😂 😂
";2;1;RN;review_video
13624;"(HApPy nEw YEAR)
";2;1;RN;review_video
13625;"ভাই one plus এতো জুস level এর পিক তুলতে পারে cous The maker of One plus mobile is oppo ইলেকট্রনিকস।।
";2;1;RN;review_video
13627;"Tag bebohar kibhabe Kore???
";2;0;RN;review_video
13627;"Tag bebohar kibhabe Kore???
";1;0;RN;review_video
13632;"Happy New year 😍😍
";2;1;RN;review_video
13638;"Happy new year 2018 tushar Bai. What is the price of 1+ 5tt
";2;0;RN;review_video
13639;"আজ গরিব বলে 😆
";1;-1;RN;review_video
13640;"vai moto x4 er review plzzz
";1;0;RN;review_video
13641;"need mi 5 plus review
";1;0;RN;review_video
13644;"Happy New year ATC team
";1;1;RN;review_video
13645;"happy new year Tushar vai
";1;1;RN;review_video
13646;"vai mi a1 kinsi
";2;0;RN;review_video
13660;"50k thakle s8 nitam
";1;0;RN;review_video
13664;"Bro, gaming review er time e first ei jei car race game ta run korchilo,kindly oitar name ta of luck ATC 🤘
";2;0;RN;review_video
13669;"boroloxx
";2;0;RN;review_video
13675;"Note 8 lg v30 er review Ki pamu??
";1;0;RN;review_video
13676;"I am an OnePlus user I love it!!! that performance <3
";2;2;RN;review_video
13686;"ami new v7 plus er review ta den😭😭
";2;0;RN;review_video
13688;"vai iphn 6s+ kmn hbe ekhn
";1;0;RN;review_video
13692;"Oneplus 5t camera will force people to buy Samsung Galaxy S8
";1;0;RN;review_video
13698;"OnePlus 5T Camera Best Naki Oppo F5 Er Camera Best???
";1;0;RN;review_video
13699;"tusar vai mal khaise nki pura di kothay matlami matlami mone hoy🤣
";1;-1;RN;review_video
13699;"tusar vai mal khaise nki pura di kothay matlami matlami mone hoy🤣
";2;-1;RN;review_video
13699;"tusar vai mal khaise nki pura di kothay matlami matlami mone hoy🤣
";2;-1;RN;review_video
13702;"but s8 er daam to vai 80k keno bolchen buzlam na
";1;0;RN;review_video
13717;"আমি আপনাদের রিভিউ এর আগেই কে আর ওয়াই ইন্টারন্যাশনাল থেকে ওয়ান প্লাস ৫ টি নিসি! এখন আমি কি হেডফোন টা নিতে পারবো? ধন্যবাদ
";2;0;RN;review_video
13718;"Via Xiaomi mix 2 ar review dian
";1;0;RN;review_video
13724;"Vai samsung galaxy a5 2017 review
";2;0;RN;review_video
13726;"এস৮ ডিসপ্লে ভাংগার পর ৫টি নিলাম ৩দিন হলো।। আমার কাছে এস৮ এর চেয়ে ৫টি বেশি ভালো লাগছে।
";2;0;RN;review_video
13726;"এস৮ ডিসপ্লে ভাংগার পর ৫টি নিলাম ৩দিন হলো।। আমার কাছে এস৮ এর চেয়ে ৫টি বেশি ভালো লাগছে।
";1;1;RN;review_video
13733;"happy new year 2018 vai one of the best reviews,,,, Superrrr go ahed
";1;1;RN;review_video
13736;"symphony p8 pro
";1;0;RN;review_video
13740;"Happy new to Kintu vai note 8 koi????
";2;0;RN;review_video
13743;"Happy new Many many thanks for the video of 1+
";2;1;RN;review_video
13744;"Redmi 5 plus review koren
";2;0;RN;review_video
13748;"Taka nai 😒
";2;-1;RN;review_video
13749;"happy new ATC
";2;1;RN;review_video
13749;"happy new ATC
";2;1;RN;review_video
13750;"Retio is not same
";2;0;RN;review_video
13754;"Bhai aya 29th December baba oneplus 5t 8gb pora global version ta kinlo gadget and gear ta aktu aga publish dela bhalo hoito akta bhalo headphone
";1;0;RN;review_video
13758;"Dumpling KD yes u can
";2;0;RN;review_video
13768;"Happy New Year Guys By the way atar front cam ki oppo F5 ar cheyeo valo?( kew amare mairalaw)
";1;0;RN;review_video
13770;"thanks bro i was planning to buy it! but now i am not gonna buy it this phone sucks! s8 is better than this phone
";1;-1;RN;review_video
13776;"bogra shabgram Nice Boss
";2;1;RN;review_video
13780;"Is the price of 8GB Ram version of One Plus 5T 48k? Please New Year 2018
";1;0;RN;review_video
13793;"GAMER MD .B Ho vhi all should be one plus 5 users
";2;0;RN;review_video
13794;"Redmi 5 plus review আনুমানিক কবে আসবে,Gadget N Gadget থেকে বলেছে মোবাইলটি রিভিও দিয়েছে ATC
";2;0;RN;review_video
13794;"Redmi 5 plus review আনুমানিক কবে আসবে,Gadget N Gadget থেকে বলেছে মোবাইলটি রিভিও দিয়েছে ATC
";1;0;RN;review_video
13795;"Camera'r potrait mood ki at least huawei er mbl gulo theke valo hbe???😂😂
";1;0;RN;review_video
13800;"Bhai game gular nam bolen
";1;0;RN;review_video
13806;"Tomar presentation ta khub vlo lage.
";1;1;RN;review_video
13811;"Eitar jonno onek wait korci very the best
";1;1;RN;review_video
13814;"boss honor 9 ar akta review diben plz
";1;0;RN;review_video
13823;"You guys are really keep up the good
";1;1;RN;review_video
13823;"You guys are really keep up the good
";1;1;RN;review_video
13830;"eitar jonnoi wait kortechilam
";2;0;RN;review_video
13838;"নতুন বছরে বাজারে অাছে এমন কিছু best value for money মোবাই যা কিনা 15-20k দামের মধ্য এগুলা নিয়া একটা reviwe দাও যা আমার মত অনেকের উপকারে আসবে যারা নতুন বছরে মোটামুটি কম দামে অনেক ভাল বা দাম অনুপাতে সঠিক সেট কিনতে পারে। please Xiaomi phone বাদ দিয় sony, Lg, asus, htc, lenevo এর মত ফোনের reviwe দিও কারণ xiomi যত ভালই হোক এর video experience যাতা level এর এটা কিছু model এর জন্য সঠিক নয় কিন্তু সেগুলোর সংখ্যা খুবি কম হতে গোনা কএটি ,,
";2;0;RN;review_video
13862;"Happy new year 🎆🎉🎊
";1;1;RN;review_video
13873;"Vai galaxy Note 8 unboxing and review den
";1;0;RN;review_video
13884;"প্রিয় তুষার আশা করি ভাল আছেন। অনেক কনফিউজড হইয়া আপনাকে এই পত্র খানা লিখিতে বাধিত হইলাম।😁 আসল কথা হচ্ছে আমি একখানা নতুন ফোন কিনতে চাচ্ছি (২০-২৫ হাজার এর মধ্যে)। এখন সমস্যা হলো আমি কো ফোনটা কিনবো তা ঠিক করতে পারছি নাহ। অতএব এই বিষিয়ে আমি আপনার নিকট সাহায্য প্রার্থী। ফোন থেকে আমি যা আশা ভাল ক্যামেরা। ২| ভাল ডিজাইন। ৩| টাচ ক্যাপাসিটিভ বাটন। (নেভিগেশন বাটনে আমার এলার্জি আছে।) 😁 ৪| USB type -C 5| মানসম্মত ডিসপ্লে। ৬| স্টক ইন্টারফেস। বেশি কিছু চাই না।😁 কিছু তথ্য: আমি মোবাইলে কখনো গেম ইনস্টল ই করি না✌✌ আমি ফেসবুক & মেসেঞ্জার ও ব্যবহার করি নাহ। সুতরাং ফোনের ব্যাটারি ব্যাকআপ মোটামুটি হলেই আমার হবে। আমার বক্তব্য শেষ। আশা করি এই ছোট ভাইকে হতাশ করবেন না। ☺☺☺
";2;0;RN;review_video
13885;"happy new year my atc loving family
";2;1;RN;review_video
13888;"Happy new year ATC and surprised for one plus 5t ☺☺☺☺☺☺☺😍😍😍😍😍😍😍
";2;0;RN;review_video
13892;"vai gon apnara phn review shate jdi phn er audio output kmn or headphone output ta kmn ay bpr gulo details bolen taile music lover jno onk vlo hoi
";1;0;RN;review_video
13895;"2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 2018 20182018 2018 2018 2018 2018 201820182018 2018 2018 2018 2018 2018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 2018 2018 2018 2018 20182018 2018 2018 2018 2018 20182018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 20182018 201820182018 201820182018 2018 2018 20182018 20182018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 2018 20182018 20182018 2018 2018 2018 2018 20182018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 20182018 20182018 2018 2018 201820182018 201820182018 2018 20182018 2018 2018 2018 2018 201820182018 2018 2018 2018 2018 2018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 201820182018 201820182018 2018 2018 2018 2018 2018 2018 2018 2018 Happy New Year 2018 In Advance
";1;0;RN;review_video
