comment,label
"We'll do business nothing Maybe business with their love either :p
",0
"amdr business korar somoy na
",1
"I like it nesho vai
",2
"music name plzz
",1
"music name plzz
",1
"Channeli Tv
",1
"Nice superb
",2
"SCC is gold A
",2
"Nahid kakku is the
",1
"Only Golden A+ Is Real!!!!
",2
"Thank you for giving this story
",2
"best natoc
",2
"Golden A+, Dekhte hobe
",2
"thanks for making this types of natok
",2
"Bad fathere
",1
"Becouse of my mom and dad I have no friend
",0
"sooo sad but its real
",1
"arokom video aro
",2
"Very much good
",2
"Vary nice.
",2
"Vary nice.
",2
"hahaha, shots fired!
",2
"just wow ai amdr life
",1
"natok awesome
",2
"golden a+ paitei hoibo amr
",1
"waowwwwwwwwwwwwww!!!!!! ( Emon sir ar chirkhut boie ta ) {bah darun toh }^^^^^^2****
",2
"Thanks all
",2
"hmmmmmm gd
",2
"amar life a dekha one of the best natok.
",2
"Haha☺☺
",2
"the ending might effect on young viwers, you should have spread positive instead the negative .Great film tho,thanks.
",2
"All parent like this just try to feel us
",2
"Just mind blowing
",2
"Nice News . Thanks
",2
"Aminul islam Bulbul is best for BD coach
",2
"Our mentality is to invest minimum and to expect maximum. Use old dated technology for broadcasting and also not investing on media coverage or presenting. BPL standard is poor and it’s nowhere global. Potential is not there either because we do not have strong enough corporate environment willing to take risk. BPL should be closed down and Bangladesh cricket board should talk to Srilanka cricket and hold a premier league together and can also invite Pakistan cricket to take part in the tournament. Three countries , twelve teams in four groups, could be fantastic and we could be part of something very strong.
",0
"need a special sports channel for Bangladesh immediately
",1
"shakib is number one.
",2
"Sazzil Samirul Islam Dnt watch we never ask you to watch beggar
",0
"Who cares about it
",1
"Md Mizanur Rahman r completely a nonsense.
",0
"Credit goes to mahmudullah not for winning staying on the field otherwise Bangladesh is punishable by ICC Shakib must sacked from captain mahmudullah Riyadh should appointed has captain he is one rare genius from Bangladesh and throw that national waste Mushfiqur Rahim from the team
",2
"Credit goes to mahmudullah not for winning staying on the field otherwise Bangladesh is punishable by ICC Shakib must sacked from captain mahmudullah Riyadh should appointed has captain he is one rare genius from Bangladesh and throw that national waste Mushfiqur Rahim from the team
",2
"Fuck u not high then 1 st
",0
"Bangladesh Sri-Lanka cheater
",0
"Sri Lanka the cheater
",0
"Joy bangla
",2
"Razib uddin Pakistan born beggars always begs to play with India for
",0
"Razib uddin Pakistan born beggars always begs to play with India for
",0
"Halar pola tor ma re chud
",0
"I love my india
",2
"thank you
",2
"Here favorate spelling is wrong. Please reply.
",0
"lol fuck this, who the fuck wants to watch women screaming lol,they fall over on the slightest contact.
",0
"Bangladeshi team played well with one player down. Their coach stayed on his feet the whole game. 2nd goal for Australia was very lucky. Their number 10 definitely has good potential. Bangladesh crossing was terrible though. wasted so many corner
",1
"Bangladesh problem with football is the coach my hilarious he has to educate himself much more in football
",0
"Bangladesh suck in football mens
",0
"referee is really coward and cheater here,,,at  the two girls r offside rather they have the chance to kick towards goal
",0
"Mir Ratul bangla coach is complete bullshit. Giving wrong directions to players. No pass, control. .nothing
",0
"I feel like they should practice against u16 boy so they can learn the hard way
",1
"Hassan Mustafa Gandapur terrorists can't play football and cricket
",0
"bangla is a shit
",0
"Do you like it when they piss in your mother's pussy?
",0
"come back
",1
"Asrafol ka chai
",1
"hm boss k dole chai
",2
"ashraful k dole or moto player Bangladesh team a akhon o asheni
",2
"Kick Papon from the cricket board, otherwise Bangladesh Tigers must turn into Bangladesh Dogs.
",0
"Asraful the best.
",2
"We need ash
",1
"Thanks you asraful Vai
",1
"Awesome asraful
",2
"Cam back asraful
",2
"vari good
",2
"i miss ashaful
",1
"Bangladesh oneday team is not establish mr. need ashraful for better team in the world. He is the only player who made Bangladesh in the famous world
",2
"Bangladesh oneday team is not establish mr. need ashraful for better team in the world. He is the only player who made Bangladesh in the famous world
",1
"North south east west Aahraful is the best
",2
"Cricket favourite team sakib tamim sabbir taskin,same too football favourite team is this cricketer's.
",2
"Cricket and football same team cai
",0
"Cricket and football same team cai
",1
"THEY ARE BETTER THAN OUR FOOTBALL TEAM.
",2
"IF BANGLADESH CRICKET PLAYERS WERE IN BANGLADESH FOOTBALL TEAM THIS TEAM SHOULD HAVE BEEN IN FIFA WORLD CUP
",2
"+Music Gallary hahahaah hasila vai jai hok skip it
",1
"plays football batter then national football team
",2
"What's the meaning of HAGS ??
",1
"red dol ta icca kore harce
",0
"Very nice playing
",2
"Baler Bangladesh
",0
"plz amake subscribe kori subscribe bifole jaibo
",1
"India win
",2
"Valo hoyce hare Gary.
",2
"No virat kohli, hardik pandya, bhuvneshwar, bumrah,this indian team consists all junior players except 2-3,rest senior players are under Then also india Actually India has lot of cricket talent which the whole world I Love my India
",2
"we lost the match but we don't lose our well played keep playing time we will be the
",2
"Rip Bangladeshi cricket team
",0
"shabir good batting. india win nidhas torfi final cricket match good fighting bangladesh good teem
",2
"Proud to be Bangladeshi
",2
"Proud to be Bangladeshi
",2
"darun gap and last ball should be uthe aschhe bangladesh.
",2
"I am can't deny that india team is in this match performance of Bangladesh team is notice that Bangladesh team increasing their qualities with the passing of look ahead
",1
"I Love You Bangladesh
",2
"Bangladesh will loose India one am waiting for this ar kono dos ar hobab
",2
"Bangladesh you played very well . You won lots of Hart's . Bangladesh cricket is going in right direction. We indians always support bangladesh cricket
",2
"Omg well done India my country
",2
"Parbe India is great
",2
"bhai bhalo from india
",2
"we should behave proper
",1
"Tis is pure example for u learnt the lesson behave like human not like the night
",1
"Silva Why are you barking?
",0
"I don't understand why india should be jealous of Bangladesh. India has faced Bangladesh in 8 t20 games, not once was india defeated. So it has to be Bangladesh who should be jealous. First try winning atleast 1 game and then u can say we are jealous.
",1
"Why was Mahmudullah not given a single over in this match?
",0
"If u will see in deep bd was never in the game except only one last (17) mustfizur over .
",2
"indian boys acuda sarajibon fokir e thakbi
",0
"Arman Rahman yes
",1
"Bd team avoid nagin dance
",1
"Full fledged Bangladesh team lost to B grade indian team 3 times in a bhosda desh is a minnows
",0
"Shanmuga Priya respect from india to sri lanka for supporting team india at the ground . It was a spectacular environment yesterday where india and sri lanka were together and an arrogant bangladesh was alone in the race
",2
"Lol India Is joke and Bro Nice english
",0
"ketan patel you are right Bangladeshi need to behave n learn to respect opponent team
",1
"Xohana Mim see ur level of critisizing and indian level of critisizing . U are abusing us but we are talking on facts with language
",2
"you didn't see the last step of naagin dance on the ground by the
",1
"Musi,Tamim,Liton Welldone.
",2
"tnx boss,,,tnx for you
",2
"mushi InshAllha you done very well
",2
"We love Bangladesh and bangladesh
",2
"vai dev chowdory kothai
",1
"We are Tigers beautiful
",2
"sabbir was running like a woman
",0
"We are Tigers hi
",1
"Very nice Bangladesh
",2
"+96550791475 nice
",2
"Md Jahid hassan Joy হ
",1
"I hope taskin out abu haider rony or abu jayed rahi in
",1
"Mostafa Sohel hm right bro
",2
"Loved Tigers✌✌✌
",2
"my love Bangladesh
",2
"Very good very good welcome to all
",2
"I love his videos
",2
"stupid same old stories. nothing new
",0
"Salman ke atto cute The Obedient
",2
"like nh dea prlm
",2
"Orna poro nai knn ??? sheii chelo
",0
"Osthir I
",2
"osthirrrrrrrrrrr
",2
"waiting for you to reach
",0
"waiting for you to reach
",1
"waiting for you to reach
",1
"maye tar dress up tik nai kno o ki muslim na
",0
"wtah video
",1
"salman your best
",2
"Nudes mane
",0
"welcome 800k ar subscribe club a waiting for 1Million
",2
"joss hoica bro
",2
"Congratulations for 800k subscriber
",1
"Congo for 800k
",2
"I always like your video
",2
"last er ta xoss chilo boy friend age par hoe gece rastha, kintu girl friend accident hoe gelo, hahahahahaha
",2
"so funny
",2
"worlds nmbr 1 bolod salman jst media te ese uthe geso noy tmk kono mey sendel o dto na.
",0
"800k subscriber special new song please
",1
"3rd one tar dance :P
",0
"Btw look ur account name apu
",1
"Nice video broo
",2
"guys plzz unsubscribe this
",1
"Lolll most importantly I don't exist
",1
"perfect bf doesn't :D dat was
",2
"Kolponar Shopnoghuri! Ami personally koeksho manush nije chini jader relationship erkom. Khali bangladesh e na, erkom relationship is the mosttt common everywhere around the world. Tomar mone hoi egula shomkorke bhalo idea nai. Nijer idea expand koro age. Tarpor comment koiro. Ar shuno this is just a funny video. Eto seriously nile video deikho na.
",1
"Is he addicted to drug?
",1
"Salman
",1
"i love Salman
",2
"lol this kid trying to get british accent
",0
"bhai new video
",1
"onek joss roman wresling
",2
"Thank you Salman
",1
"Shafkat RF please subscribe my channel,,, active ball. 100 % sure subscribe back me your channel. just one comment my help me, friend to friend.
",2
"Who’s the girl?
",1
"give me your hangouts id
",1
"Cat_Lover 125 R8
",1
"baaler video
",0
"Stupid concept Overacting Eishob ajaira jinish na banaya make something which is educational and funny at the same time
",0
"salman wow
",2
"Next up: Do types of Bengali Girlfriends.
",1
"Next up: Do types of Bengali Girlfriends.
",1
"joss hoice salman
",2
"U r a amazing actor salmon.
",2
"Arekta type bad pore gelo. Gf care kri na type. Hum hmm bf
",2
"Love ur
",2
"The besttttt
",2
"what is the name of the female model here? she is so pretty :)
",2
"what is the name of the female model here? she is so pretty :)
",2
"Tur motona hoyleyhoy mother f
",0
"Fan theke hater, hater theke fan. Only salman can do the cycle.
",1
"It was lame funny im a hater like me
",2
"Fuck off
",0
"MY ONLY FACEBOOK ID - good people, just to let you know that i will permanently delete my facebook profile. from now on, I will be available on my fb page only, ASIF BIN AZAD [ ] responding to everyone's messages. if you want to stay in touch & catch up with me, feel free to visit my page as i post all my updates help me to spread the words thanks, much love!
",1
"BhaiBrothers LTD. mostly haters hate you because they are jelous
",0
"money,for fame , for stop such the fuck faw time spend off video .
",0
"money,for fame , for stop such the fuck faw time spend off video .
",0
"aliaf shohan or??
",1
"Bal video banas
",0
"one of the best
",2
"salman the great❤❤❤
",2
"19 jan 2018 ✋
",1
"Wow nice bor
",2
"whose wathcing it in 2018
",1
"Salman salman r my dream boy bbyyy
",2
"You are calling it family show? Really bro? Apnar family tew evabe kotha bole?
",0
"lol if you were capable enough to read and understand english properly then ai question ta korta na. ""its a family show! everyone can watch it together, IN DIFFERENT ROOMS"" mane pura family akshathe aki room e boshe dekhte parbe na. alada hoye dekte hobe.
",2
"vai are fool are you bolod
",0
"I hate ur haters CZ this is called fun with friends so love this video
",2
".May Allah Bless you .
",2
"I am not from Bangladesh, but I must say I really enjoy watching your shows. For the last couple of days I am watching them, they are really funny, humorous, Interviewing with witty-naughty make sense! Keep going :) Love & best wishes from India.
",2
"bolod brothers!
",0
"salman is best
",2
"Disgusting your Sound please !
",0
"i fuck u broo
",0
"Bro don't listen to other nigaaaa you doing good love you
",2
"salman 1st hero
",2
"salman 1st hero
",2
"I like your vidio . but Can u change your tytel music? coz its like a porn
",1
"Fuck u bitch
",0
"i love booth
",2
"I don't hate you gys but you need to talk with 1languge
",1
"Asif Vai Why You Dont Take Any Selfie With Salmon Mukhtadir?
",1
"Salmon Muqtadir is the best Of
",2
"amra new amader video dekban plzz
",1
"Don't be Me and my little brother love
",2
"keep entertaining us !! keep goin ! best wishes
",2
"What the fuck are you guys
",0
"lmfaooooo!!!! sounds like you are the one who is butthurt. if you are a you tuber of curse you gonna have haters. you can not expect everyone to be your fans. stop cursing on shows like what's good with you homie?
",0
"fuck em up who hates u
",0
"fusk you guis
",0
"not salman
",1
"Haters are the biggest advertisers of this of course they do this things free of
",1
"haters should die
",2
"haters are gonna fuck u. Try not to be so smart. u got these subscribers for ur begging. People must react. but u shouldn't have to reveal in crowded market. most of them don't read comments. U said us motherf*. u 2 are mf. u know,i know, everybody knows that u fucked how many girls. u could be a great actor and youtuber unless u had bad habits & fucking fashions& styles. May allah bless u.
",0
"haters are gonna fuck u. Try not to be so smart. u got these subscribers for ur begging. People must react. but u shouldn't have to reveal in crowded market. most of them don't read comments. U said us motherf*. u 2 are mf. u know,i know, everybody knows that u fucked how many girls. u could be a great actor and youtuber unless u had bad habits & fucking fashions& styles. May allah bless u.
",0
"oh ho so sorry bro amar vol ta hoise , amar spelling voler karone guy gay hoiya ghese
",1
"yea we can see u think salman is a 'great guy' with the name thingy
",0
"Broken english lol
",0
"unsubscribe
",0
"Pipebomb guy tmr matha u r also murkho
",0
"2gay r talking each other.
",1
"bhai brothers ltd. is much better than puti
",2
"The start of the video,the host exactly copied Arnub from The Viral Fever, it would had been better if they had started with sth original.
",0
"That sound Aaaaaaaaaaaaah! <3 it
",2
"right salman is not fast YouTube ar in Salman tumi Maya maya Daka jai
",0
"You both rock!!
",2
"I love both of your videos❤ But I would like to know the youtuber you both
",2
"The tot tot TT TT .. .. Mather
",1
"The tot tot TT TT .. .. Mather
",0
"Haters doesnot have any sense
",0
"azad vai re khaia dlo
",0
"salman u r nice
",2
"salman u r nice
",2
"I like Bhai
",2
"That kid in the left has a huge ego.
",0
"Don't use the blip
",1
"sweet two bd YouTubers U guyes. one thing FUCK THE HEATERS
",2
"you are a bullshit
",0
"salmon won
",2
"Bhai brothers r the boss
",2
"Both of you ROCKZZZ :)
",2
"I just hated one thing about this goddamn bleeeepsss!!! They were soo annoying to hear!!
",0
"rival meets rival!!!!
",1
"now I am unsubscribe to bhai brothers
",0
"well its not that i hate but i want to be honest about my comment you guys are but sometimes tomra na ektu excess koro , jeta amar mone hoi na korle beshi valo tomader onek gulo aspect e amader desher somman , ba religious aspect ta ke choto Salman vaiya age ekbar bolechilo je , he wants to bring good messages for people through his that's the thing we want more, more than faizlami being funny is good, but you should try to be more content Good luck to u brothers :) we always expect good from u :) (Y) keep up the good :)
",2
"my two favorite Bengali youtubers at one love you guys sooo keep it up
",2
"dnt much worry about the coz u know y amre bangladeshi ra ai kauke vlo kisu korte dekle gaa tar vlo ta kono din e choke porbe na .. khuse khuse ber korbo tar khotai khut r haa sai sob der boltase age better kisu kore r piche piche gossip korate baat vlo kisu korer try manusher kharap ta baat die vlo ta k vlo volte we r bangladeshi and we love ur country and also our country people
",2
"Q: Who are you doing right now? A: Camerar
",1
"I personally like ihate bhai brothes so so very very too much.
",2
"enjoyed :)
",2
"saoyay sudu put put kore huga
",0
"Salman bro actually and you are welcome
",2
"salman has good sense of humor. ..
",2
"nice video bro but next time can u please not delete the sound of the bad words coz tht tiiinnnnnng sound feels very irritating
",1
"Salmon TheBrownFish is the best
",2
"boring
",0
"Gonna unsubscribe ! These interviews aint that much entertaining. We as the audience r hungry for entertainment so just feed us more with funny vids instead of these crappy interviews. We dnt give a rat's ass wat u think of the haters.
",0
"dosh to toderi halarfooet. bolod gor
",0
"faul marka news.
",0
"osthir COW
",2
"so beautiful
",2
"Shoton Islam
",1
"Good news .thank you repoter bai.
",2
"Sorkarer garir upor theke Tax percentage kom korar dorkar. Too much Tax on good car. Reduce the tax .
",0
"yes this true but it's only rich person use it and government minister also use it,,,but many middle class family want to buy some branded car ,,but our Bangladeshi crazy government they make much income tax and make price too high, this is which kind of digital Bangladesh
",0
"sob company er car brand er showrooms thaka uchit I
",1
"sob company er car brand er showrooms thaka uchit I
",1
"How much is audi a4 in bd?
",1
"firuz miah bal janen gari Bangladesh e ante hoile gariter dam er uppr 200% tax dite hoy and 30%shipping service dite
",0
"Good Decision
",2
"Goooood
",2
"Goooood
",2
"Good news
",2
"if we want the government and our name is bangli itself and do not understand its good
",1
"if we want the government and our name is bangli itself and do not understand its good
",2
"The Tech Show vevo thanks a lot
",1
"need sexy boy
",1
"need sexy boy
",2
"good job make more development don't be like pakistan from India and ya need to control population with 2 child policy for both bangladesh,india
",2
"kausik das bangladesh's current fertility rate is which is one of the lowest in south Asia even better than India, Pakistan, Nepal etc.
",2
"It's Ok toi to mofij abal
",1
"most welcome
",2
"১৫ টা stay campus list please
",1
"Please come to UITS -University of Information Technology & Sciences. Baridhara J Block, Jamalpur Tween Tower.
",1
"Private university's students are bowler hen.
",0
"vai bd shak hasina gov is she can solve problem and her order can solve problem.
",2
"Asia Pacific best private university for pharmacy so plzz all private university isn't same don't compare others stop this viral and lame
",1
"Approved
",1
"BikRamPur ExPreSs
",1
"Lionel Messi right bro
",2
"This is developing countrie 2018
",2
"whats wrong in it? they are not buying from your pocket money they are calmly having a good time without harming the environmt. idiots and why the fuck you are filming the guest without their permit? are they criminals? moron reporter
",0
"they are is the problem??if alcohal is bad then dont
",1
"I learn from that don't put your hand in dirty permission because this line already full of corrupted hand . All you have to do just managed it . you know what i mean . don't you ? Tax all time high in Bangladesh specially in alcohol business . As a compere of indian taxation we are give in tax double and a half .
",0
"fine pls going
",2
"Reporters should ask them to verify their license.
",1
"Very sad. desher sorkar kothay r low kothay
",0
"Stupid journalist haressing people
",0
"These people are working in our country to help improve it and help build highways and proper buildings, in their spare time why not allow them to what they like, if they wish to drink that’s up to them, as long as they are not harming anyone who’s to tell them what they can’t and cannot do, in Bangladesh we don’t follow Shariah Law and it’s a Secular like the Bangladeshis aren’t drinking and doing go to the 5 star hotels and film there and u will see the rich Bangladeshi businessman and politicians alike drinking themselves Into oblivion but Noooo no one wants to focus in that do pathetic
",2
"why this reporter was harnessing consumer ?
",0
"I clicked it because of the Thumbnail
",1
"Lol age english shikhen pore kotha lol jottosob akaima lokjon kamer kame nai akaima kame ase. Ans this questions dammit Do you have any problem with fucking horn on the streets then why the hell with speakers playing music ? Don't you license those who play lame bangla music ? You guys make our lives hell not serving justice now controlling media is your first priority? Should Bangladesh really die but live only the residential areas? You guys are just dicks can't you compromise for once. Why are you discriminating persons who are drunk did they do any crime doing so ""NO"" did they shoot some people ""NOOO"" When why the hell bother unless you want to make money off then thats why you little piece of shits. Also you guys were born racists thaat black kid in the school always gets beat up by bullies gets murdered all the time wheres the justice in that. Why not apply a rule like japan for instance they tried to control the birth rate but it worked so unexpectedly well that they could never imagine (Yeah they have the brains) it backfired on them they are reversing it though. BTW Bangladesh is a poor country with poor income with hardly and finding jobs at all. Mostly illiterate. Educated people are not really educated. Islamic law lol dream on or wake up it's upto you if want to know how well the county is go visit abroad like japan/ china/ america etc it will probably make you imagine this place as the shittiest place on earth. No NO NO it's not our fault the country isn't in expected quality but the refrigerator is itself broken the food will spoil faster inside a broken fridge then outside. The fridge is the government and we are the food locked up in.
",0
"Dirty shits
",0
"Lovely dhaka from indonesia
",2
"u guys are spoiled persons. Why you showed me wrong thumbnail ?
",0
"wow top news is avvisal in my chnl
",2
"government should keep track of foreigners entering Bangladesh which they dont and have no idea what they are up to
",0
"hey its there culture where are they do after having their duty .
",1
"Did you fucked up your self? Why are you talking like a dipshit?
",0
"Did you fucked up your self? Why are you talking like a dipshit?
",0
"Aldrin Malakar Good observation. Well said.
",2
"Thanks mate, when I visited SHYLET I met a man who invited me to his resident for drinks and I ask him how did you get this stuffs told me from DU TY free SHYLET airport as he has some few friends who helps him to get BOOZE. It was cool. But this fuckers reporters the way they busted in few restaurants with their cam's thats awful and illegal. Torturing the guests. If they have really issue to ban in BANGLADESH why not they file law suits to the LEGAL concern authorities.
",1
"Yeah yeah cry as much as you can we are islamic country indian ass will burn and we will just neglect
",0
"Shahariar Fardin Don't remain silent like a coward. Answer my questions.
",1
"Tasin Al-Hassan TAKE-OVER IN THE CONTEXT OF ALCOHOLISM-ALCOHOL & CONCEPT OF ALCOHOLISM-ALCOHOL I agree with your definition of alcoholism. And you need to know that, speaking of ""alcoholism"", the area of medical science it triggers is ""substance abuse"". And the ""substance abuse"" can take place with respect to not just alcohol but every single substance that has an addictive characteristic. Therefore, if you want to use ""abuse"" as a logic, then it falls on not just alcohol but indeed all such drugs including many OTC ones. For example: Any drug that contains ephedrine, pseudoephedrine, codeine, caffeine, and many more that are present in many OTCMs. Thus, there is absolutely no justification to single out the alcohol. Your ""abuse"" logic simply doesn't far as the separation of ""alcohol' and ""alcoholism"" is concerned, the point remains the same: Because the substance abuse known as ""alcoholism"" cannot come into existence without the substance ""alcohol"" itself, the two are intertwined. In fact, first is alcohol, only then the alcoholism can come into IN THE CONTEXT OF LEGAL-SELL & FOREIGNER I also agree, as stated in my couple of other comments above, that the sellers must have license or permission from the your take-over theory still is fundamentally the outset, I must clarify that illegal selling is not equivalent to taking-over. Illegal selling is a crime. It is subject to punishment just as all other violations of law including illegal immigration, permit-less work, theft, and everything that violates law. It is a crime but does not amount to taking-over. Plainly, illegality constitutes a crime but not a all countries including Bangladesh operate under the concept of ""globalization"". And therefore, giving permission to a foreigner to work, likewise, to sell alcohol is simply incidental and a consequence of the implementation of the globalized international relationship. With respect to legal sale, whether a foreigner or a Bangladeshi, whoever legally selling it are simply doing something that the Bangladesh government has permitted since the birth of this country. No one forced Bangladesh government to give permission. And therefore, there is no your take-over theory is simply absurd.
",1
"Centaur Priest Bhai, but it's someones choice if they wanna consume anything bad for their self . We can create awareness. We need to respect each individuals choices to be respected. Smoking is like destroying yourself yet i smoke, a lot.
",0
"BEN RDRX You rock! ROFLMFAO
",2
"ARIF RAHIM I fully agree with your position on the legality-illegality issue. Also, I am fully aware that the central topic of the video is illegal the video contains information that looks like they are harassing consumers as well as sellers in general (as opposed to the illegal sellers only). And the amount of this information is so much that it drowns the main topic and leads not all but most of the average people to interpret this video as a harassment on the consumers and sellers as a whole. You don’t have to take my words for it. Just take a look on other comments. And that’s exactly the reason that I addressed this am not an asshole in general. I am respectful those who are respectful and asshole to those who are assholes. Also, I cordially welcome disagreements and debates. Every person has a right to disagree and debate. Disagreement is not a problem. But disagreeing is one thing and disrespecting is another thing. In this regard, the first evidence is my conversation with you: You have somewhat disagreed with me as well as you have criticized me. But am I cursing on you? No. Why? Because you have disagreed and criticized but you have not been evidence is my conversation with other. Review the entire thread to see “Tasin Al-Hassan” disagreed with me and launched strong debate against me. See “Hassain Sazzad” strongly criticized me. But did I curse them? No. Why? Because their disagreements and debates were about the topic we are discussing. But no disrespect was you are wrong to view me as generally an asshole who just likes to curse. I do it where it is have absolutely no problem with nor any hard feelings against gays or any LGBT whatsoever. That’s their personal choice. The word “bitch” does not connote gay or LGBT. It means an indecent person who always although you interpreted me wrong, yet I still appreciate your comment that gave me an opportunity to explain the relevant issue.
",2
"Bangladeshi is a Muslim Country read you history maybe you are talking about India. your Language my God help Priest
",0
"Tasin Al-Hassan Thanks for the clarification. And thanks for the info.
",2
"Bangladesh is a secular country not an Islamic country you stupid uneducated bangali animals. Read the constitutions before spouting such bullshit. Bangalis should be banned from eating beef in India and Bangalis should be banned from practising islam in foreign countries, see how stupid it sounds?
",0
"Cigarette is worse but the stupid madrasa educated village idiots won't say anything about that.
",0
"Ayaan Boishakh fuck of motherfacker
",0
"Ayaan Boishakh don't call stupid bangali you mother fucker. Go and talk to the people who made the rules rather than talking shit.
",0
"KISS MY ASS MR MULLA CIRCUMCISED DICK HEAD LOL
",0
"KISS MY ASS MR MULLA CIRCUMCISED DICK HEAD LOL
",0
"Hassan Khan huu
",1
"babostha naowa dorkar
",1
"Right bai
",2
"Right bai
",2
"It is illegal to have alcohol in Bangladesh. You need licence for serving alcohol. The reporters went to investigate if they have licence.
",1
"It is illegal to have alcohol in Bangladesh. You need licence for serving alcohol. The reporters went to investigate if they have licence.
",1
"Top Tech you clearly haven't read a journalism investigation
",0
"This my islam country not aloud any alcohol pls pls
",2
"stupid bangali, drinking alcohol is a personal choice, government has no authority to deny that, above all, it should be atleast open for foreigners. learn something from foreign countries like Dubai.
",0
"we are Bengali and we know what will go with us. so please Don't interfere in our personal TO YOUR ""YOUR DUBAIE"" AND CARRY ON YOUR FUCKING ITEMS. and mind that Bengali is unsocialistic and we don't want to be
",0
"Dubai is Dubai and Bangladesh is We all are Muslim and alcohol is HARAM in our religion.
",1
"To all people who Alcohol should be banned because we are muslims - ban Cigerattes lets see
",0
"Sub: those who don't understand the friends 1. Illegal License?? 2. How They threat with the news reporter??? 3. Why Building owner not flowing the rule and regulation?? 4. Where is the Government tax??? 5. where is the police/Rab/CID?? Where is the Bangladesh Government Officers Mother fucker. If We Bangladeshi peoples doing Business any other Country we need legally License . What about our won Country with out Legal License they earning lot's of money. Every years Bangladesh lost GDP. Because of this peoples making Business with out tax and many more things. Give me Power i will show all Bangladeshi Peoples how to make golden Bangladesh. Bangladesh both Government are my ass. Sorry to say Bad words but i feel lot's of pain. When peoples saying Bangladesh a poor Country. Bangladesh Every sector corrupted bustard brokers are there. We Bangladeshi Peoples need to wake up. Wake up and wake uppppppppppppppppppppppppppp
",0
"+bd geek Did you go any time Dubai. IF not then don't text like that son of bitch.
",0
"KnowledgeForShare Did you called us traitors ? or are you the traitors that wants to turn our beloved Bangladesh into Pakistan or even worse ? I am defending my country from all this radicalism, yet you called us traitors ?
",2
"right. jukti ase
",2
"You're right
",2
"Salute Asif Nazrul sir
",2
"Dr. Asif Nazrul, You are Criminal and anti AL. You people wanted this thing to come out from Sheikh Hasina, and Sheikh Hasina given you the gift. What Motia Ch. Said is the right thing, but the media making fun of her comments, even Kader Siddiki also commented like idiot. You are making Motia and others the target and Quota Restructurists are not under standing, what they are losing. They will under stand it when later, but by the time teeth have gone and it will never come back.
",1
"Why Hateful (Bua) Sheikh Hasina accepted the students'/peoples' demand to change and abolish quickly the oppressive and unjust Hindu Indian plan called ""Mukti Joddha Quota"" ?????? The viral scene of Eesha, the Chatro League student leader, punished and humiliated in open public made Hateful Hasina realize what's awaiting her and the Awami Awara Hindu Indian League Hateful Hasina, the daughter of a Hindu bastard named Debdas Chocroborty alias Sheikh Mujibur Rahman, the son of Love of Lust between Gauribal Das and Anonnoy Kumar Chocroborty, is frightened of the justice of the people of Bangladesh. She knows her crimes against people, against Islam, against Muslims and against Bangladesh. She knows well what happened to her bastard father, along her bastard family, for their crimes for the interest of Hindu in the name of ""Shadhin Bangladesh"" this country and nation are subjected to Hindu India's orders, oppression and humiliation every day, in every sector and aspect of this unfortunate country of 180 million people. No positive change and actual betterment of Bangladesh or that of its people would come until all Hindu Indian agents and forces are reduced to the scene of Eesha in open public!!!!!!!!!!!!!!!!!!! Free Bangladesh from Hindu India , Indian Agents, Ram and Bam imbeciles !!!!!!!!!!!! KEEP BANGLADESH SHADHIN FOR BANGLADESHIS AND ITS FRIENDS !!!!!!!!!!!!!!!!!!!!!
",0
"Lier what is this? This is Liar. Don’t pass baseless comment.
",0
"100% R8 sir.
",2
"Salute Asif Nazrul Sir
",2
"Analytically
",2
"salute boss asif sir
",2
"Jame Jame thx
",2
"right asif sir
",1
"100 % right sir
",2
"correct bolsen
",2
"Bastard Nazrul
",0
"after being a muslim talk against alem is very a muslim die even every in Islamic program they seek they face problem then tell alem please do doa for me
",1
"2 ta meya talk show ar johho dog ar moto hase
",0
"Right shaikh vai
",2
"alim ar ak jon dorkar cilo 3 vs ১ is not possible
",1
"mother chud imran khankir pola,,
",0
"ai 2 mage r imran doira putky mar
",0
"ai 2 mage r imran doira putky mar
",0
"wrestling e j 3 in 1 handicap match video dekheo amr tai mne
",1
"imran to akta i like ayomelig
",0
"naked golpo
",1
"naked golpo
",0
"You tuber rajakar youtuber ore 5 Jon unsubscribe korun faltu
",0
"khankir pola imran
",0
"Well done mahmudor Rahman for her right k bole ashol
",2
"Well done mahmudor Rahman for her right k bole ashol
",2
"Brave person
",2
"Most people of Bangladesh respect you and love you because you say always true word. I will pray Allah to give you long and happy
",2
"Most people of Bangladesh respect you and love you because you say always true word. I will pray Allah to give you long and happy
",2
"Good job. Thanks
",2
"Salute
",2
"Really awesome speeches
",2
"Really awesome speeches
",2
"leave rajakar(jamat) then i will be with you otherwise i will be think BNP is cited party.
",1
"Really breve person
",2
"Barother stop tooking rabaish you going prison
",1
"Barother stop tooking rabaish you going prison
",0
"Barother stop tooking rabaish you going prison
",0
"you are a motherfucker
",0
"A true man, truth great human being a brave man who spoke up against Indian imperialism in Bangladesh. Bangladesh needs couple of more Mahmudur Rahman
",2
"Salute To Brave Leader
",2
"Salute To Brave Leader
",2
"right!
",2
"right!
",2
"right!
",2
"Harun Al-Rashid Bhuiyan মামুদুরপাঘল
",0
